Riga Airlines,RIG,GV,,Latvia,
RIO Linhas Aéreas,,,,Brazil,
RJSS Sendai International Airport,,,,Japan,
Rocky Mountain Airways,RMA,JC,ROCKY MOUNTAIN,United States,
Romavia,RMV,WQ,,Romania,
Rosenbalm Aviation,RAX,9R,ROSIE,United States,
Rossair,RSS,,ROSS CHARTER,South Africa,
Rossiya - Russian Airlines,SDM,FV,ROSSIYA,Russian Federation,http://www.rossiya-airlines.ru/
Royal Air Cambodge,,,,Cambodia,
Royal Air Maroc,RAM,AT,ROYALAIR MAROC,Morocco,http://www.royalairmaroc.com
Royal Airlines,ROY,QN,ROY,Canada,
Royal Bengal Airline,,,,Bangladesh,http://www.royalbengalairline.com
Royal Falcon,RFJ,RF,,Jordan,http://www.royalfalcon.com.jo/
Royal Jordanian,RJA,RJ,JORDANIAN,Jordan,http://www.rj.com
Royal Nepal Airlines,RNA,RA,,Nepal,
Royal Swazi National Airways,RSN,ZC,,Swaziland,
Royal West Airlines,RWE,,,United States,
Royale Airlines,RAY,OQ,ROYALE AIR,United States,
Rubban,,,,Kuwait,http://www.rubbanlogistics.com
Rudufu,,,,Kenya,
RUS Aviation,RLB,R6,RELIABLE UNIQUE SERVICE,United Arab Emirates,http://www.rusaviation.ae
RUSS,RUR,NR,,Russian Federation,
Rutaca Airlines,RUC,5R,RUTACA,Venezuela,http://www.rutaca.com.ve/
Ryan International Airlines,RYN,RD,RYAN,United States,http://www.flyryan.com/
Ryanair Sun,RYS,RR,MAGIC SUN,Poland,
R1 Airlines,TSH,,,Canada,http://www.r1airlines.ca/
Rahila Airlines,RIH,,,Libya,http://www.rahilaair.com/
Rajair,,,,India,
RAK Airways,RKM,RT,RAKAIR,United Arab Emirates,http://www.rakairways.com/
Ranger Air Cargo,,,,United States,
Ratioflug,RAT,,,Germany,
Rayani Air,RKT,RN,BLUE GREEN,Malaysia,http://rayaniair.com/
Rayyan Air,RAB,,,Pakistan,
Real Estate Exchange,,,,United States,
Red Wings,RWZ,WZ,AIR RED,Russian Federation,https://www.flyredwings.com/
Regent Airways,RGE,RX,REGENT,Bangladesh,http://www.flyregent.com/
Region Avia Airlines,,,,Russian Federation,http://www.regionavia.ru/
Regional 1,TSH,,TRANSCANADA,Canada,http://www.regional1.ca/
Regional Air Lines,RGL,FN,MAROC REGIONAL,Morocco,http://www.regionalmaroc.com
Regional Cargo (Mexico),,,,Mexico,
Regional Paraguaya,REP,P7,REGIOPAR,Paraguay,http://www.regionalparaguaya.com.py/
Reliant Airlines,RLT,,,United States,
Republic Airlines,RPA,YX,BRICKYARD,United States,http://www.republicairlines.com
Republic Flight Lines,,,,Dominican Republic,
Resort Air,LOF,,WATERSKI,United States,
Rey Airlines SA,,,,South Africa,
Rhein-Neckar Air,,,,Germany,http://www.rn-air.de/
Riau Airlines,RIU,PK,RIAU AIR,Indonesia,http://www.riau-airlines.com
Rich International Airways,RIA,JN,RICHAIR,United States,
Riddle Airlines,,RD,,United States,
Rio Baker,RBK,,RIOBAKER,Chile,
Rio Sul,RSL,SL,,Brazil,
Roadway Global Air (RGA),,,,United States,
Rollins Air,,,,Honduras,
Roots Air,SSV,6J,SKYTOUR,Canada,
Ross Aviation,NRG,,,United States,
Rossair Europe,ROS,,,Netherlands,
Rotterdam Airlines,REL,RY,,Netherlands,
Royal Air Charter Services,RYL,,,Philippines,
Royal Air Maroc Express,RXP,FN,EXPRESS MAROC,Morocco,https://www.royalairmaroc.com/
Royal Aviation Express,RXP,,,Canada,
Royal Brunei Airlines,RBA,BI,BRUNEI,Brunei Darussalam,http://www.bruneiair.com/
Royal Flight,ABG,RL,ROYAL FLIGHT,Russian Federation,http://www.royalflight.ru/
Royal Khmer Airlines,RKH,FE,,Cambodia,
Royal Star Aviation,RSM,,ROYAL STAR,Philippines,
Royal Tongan Airlines,HRH,WR,,Tonga,
Royal Wings,RYW,RW,ROYAL WINGS,Jordan,http://www.royalwings.com.jo
RPX - Republic Express Airlines,RPH,RH,PUBLIC EXPRESS,Indonesia,
Rubystar,RSB,,,Belarus,
Ruili Airlines,RLH,DR,SENDI,China,https://www.rlair.net/
Rusline,RLU,RG,RUSLINE,Russian Federation,http://www.rusline.aero/
Ruta Air,,,,Ukraine,
RwandAir,RWD,WB,RWANDAIR,Rwanda,http://www.rwandair.com
Ryanair,RYR,FR,RYANAIR,Ireland,https://www.ryanair.com/
Ryanair UK,CYR,RK,,United Kingdom,
Airline_name,ICAO,IATA,Callsign,Country,Website
Rym Airlines,,,,Algeria,
Ryukyu Air Commuter,RAC,,RYUKYU,Japan,http://rac.churashima.net/
Ryoshin Bank,,,,United States,
Airline_name,ICAO,IATA,Callsign,Country,Website
S Group International,IND,,INTER GROUP,Kyrgyzstan,
SA Regional Airlines,,,,Kazakhstan,
SABA,,,,Chile,
Saber Air of Singapore,,SI,,Singapore,
Saeaga Airlines,SGG,S5,,Malaysia,
Safair,SFR,FA,CARGO,South Africa,http://www.safair.co.za
Safi Airways,SFW,4Q,SAFI AIRWAYS,Afghanistan,http://www.safiairways.com/
Sagittair,SGT,,,Italy,
Sahand Airlines,IRS,DH,SAHAND AIR,"Iran, Islamic Republic Of",
Sahara Airlines,RSH,S2,SAHARA,India,
SAHSA,SHA,SH,SAHSA,Honduras,
Sakha Airlines,SKH,,,Russian Federation,
Salair,SIR,8S,,United States,
SAM Colombia,SAM,MM,,Colombia,
Samair,CCS,,SKYSPIRIT,Slovakia,http://www.samair.sk/
Samoa Airways,,,,Samoa,https://www.samoaairways.com/
Santa Barbara Airlines,BBR,S3,,Venezuela,
Saratov Airlines,SOV,6W,SARATOV AIR,Russian Federation,http://www.saratovairlines.ru/
SARO - Servicios Aéreos Rutas Oriente,SRO,UF,AEREOS ORIENTE,Mexico,
SAS Norge,CNO,BU,,Norway,
SAS Scandinavian Airlines Ireland,SZS,,SPINNAKER,Ireland,https://www.flysas.com/
SATA,,VS,,Switzerland,
SATA International,RZO,S4,AIR AZORES,Portugal,http://www.sata.pt
Saturn Airways,,KS,SATURN,United States,
SaudiGulf Airlines,SGQ,6S,SAUDI GOLD,Saudi Arabia,http://www.saudigulfairlines.com/
SAVA,TNS,,SAVA SERVICOS,Brazil,
SBA Airlines,BBR,S3,SBA,Venezuela,http://www.sbairlines.com
ScanBlu Airlines,CBU,,SCANAIR,Sweden,http://www.scanblu.com/
SCAT Airlines,VSV,DV,VLASTA,Kazakhstan,http://www.scat.kz/
SCI Aviation,,,,United Kingdom,
Scoot,TGW,TR,SCOOTER,Singapore,http://www.flyscoot.com
Scot Airways,SAY,CB,SUCKLING,United Kingdom,
SEAA - Serviços Executivos Aéreos de Angola,,,,Angola,
Seaborne Airlines,SBS,BB,SEABORNE,United States,https://www.seaborneairlines.com/
Seagle Air,CGL,SJ,SEAGLE,Slovakia,
SEAir International,SGD,,AIR BLUE,Philippines,
Semeyavia,SMK,,,Kazakhstan,
Sénégal Airlines,SGG,DN,,Senegal,http://www.senegalairlines.aero/
Sepehran Airlines,SHI,,SHIRAZI,"Iran, Islamic Republic Of",http://www.sepehranairlines.com/
Services Air,,,,"Congo, The Democratic Republic Of The",http://www.servicesaircargo.com/
Servicios Aereos Nacionales SANSA,LRS,RZ,,Costa Rica,
Servisair,,,,Angola,
SETE Linhas Aéreas,SLX,5O,SETE,Brazil,
Seulawah Nad Air,NAD,,,Indonesia,
SevenAir,SEN,UG,SEVENAIR,Tunisia,http://www.sevenair.com.tn
Seychelles International,SIS,,SISAL,Seychelles,
SFAIR,FAZ,,,France,
Shaheen Air,SAI,NL,SHAHEEN AIR,Pakistan,https://www.shaheenair.com/
Shandong Airlines,CDG,SC,SHANDONG,China,http://www.shandongair.com.cn/
Sharejet,,,,United States,
S7 - Siberia Airlines,SBI,S7,SIBERIAN AIRLINES,Russian Federation,http://www.s7.ru
Saarland Airlines,SLL,QW,,Germany,
Sabena,SAB,SN,SABENA,Belgium,
Sabre Airways,SBE,JN,,United Kingdom,
SAETA Air Ecuador,SET,EH,SAETA,Ecuador,
Safarilink Aviation,,F2,,Kenya,https://www.flysafarilink.com/
Saga Airlines,SGX,2J,SAGA,Turkey,http://www.sagaairlines.com
Saha Air Lines,IRZ,,SAHA,"Iran, Islamic Republic Of",
Sahara Africa Aviation,,,,South Africa,http://www.flysahara.co.za/
Sahel Aviation Service,SAO,,,Mali,
Saicus Air,,,,Spain,
Sakhalin Airlines,SAT,,,Russian Federation,
SalamAir,OMS,OV,MAZOON,Oman,https://www.salamair.com/
Sama Airlines,SMY,ZS,NAJIM,Saudi Arabia,http://www.flysama.com
Samara Airlines,BRZ,E5,,Russian Federation,
San Air,,,,Colombia,
Santaco Express,,,,South Africa,
Sarl Ham Loc,,,,United Kingdom,
SAS Braathens,CNO,BU,BRAATHENS,Norway,
SAS Scandinavian Airlines,SAS,SK,SCANDINAVIAN,Sweden,https://www.flysas.com/
SAT Airlines,SHU,HZ,SATAIR,Russian Federation,http://www.satairlines.ru
SATA - Air Acores,SAT,SP,SATA,Portugal,http://www.sata.pt
SATENA,NSE,9N,SATENA,Colombia,http://www.satena.com
Saudi Arabian Airlines,SVA,SV,SAUDIA,Saudi Arabia,http://www.saudiairlines.com
Saurya Airlines,,,,Nepal,http://www.sauryaairlines.com/
SAVAR,,,,Venezuela,
Scanair,VKG,DK,VIKING,Multinational,
Scandinavian Commuter (SAS),SAS,SK,SCANDINAVIAN,Multinational,
Schreiner Airways,SCH,AW,SCHREINER,Netherlands,
Scibe Airlift,SBZ,,,"Congo, The Democratic Republic Of The",
Scorpio Aviation,SCP,8S,,Egypt,
SCSM Aviation LLC,,,,United States,
Seaboard World Airlines,SEW,SB,SEABOARD,United States,
Seaflight Aviation,,,,Greece,
SEAIR - South East Asian Airlines,SRQ,DG,SEAIR,Philippines,http://www.flyseair.com
SEB Investments Corp,,,,Unknown,
Sempati Air,SSR,SG,SPIROW,Indonesia,
Seoul Air International,SHI,,SEOUL AIR,"Korea, Republic Of",
Serene Air,,,,Pakistan,http://www.sereneair.com/
Servicios Aereos Estrella,LLS,,,Mexico,
Servicios Aerolineas Mexicanas,SMS,,,Mexico,
SERVIVENSA,SVV,VC,,Venezuela,
SETRA,SVI,,,Mexico,
Seven Air,,,,Spain,
Severstal,SSF,D2,SEVERSTAL,Russian Federation,https://www.severstal-avia.ru/
SF Airlines (ShunFeng Airlines),CSS,O3,SHUN FENG,China,http://www.sf-airlines.com/
Shabair,SHB,,,"Congo, The Democratic Republic Of The",
Shan Xi Airlines,CXI,8C,SHANXI,China,
Shanghai Airlines,CSH,FM,SHANGHAI AIR,China,http://www.ceair.com/
Shenzhen Airlines,CSZ,ZH,SHENZHEN AIR,China,http://www.shenzhenair.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
Shiv Air,HJI,,SHIV AIR,Uganda,
Shree Airlines,SHA,,SHREEAIR,Nepal,http://www.shreeair.com
Siam Air,RBR,,SIAM AIRNET,Thailand,http://www.siamair.co.th/
Sichuan Airlines,CSC,3U,SICHUAN,China,http://www.scal.com.cn/
Sideral Linhas Aéreas,SID,,SIDERAL,Brazil,http://www.siderallinhasaereas.com.br/
Sierra Pacific Airlines,SPA,SI,SIERRA PACIFIC,United States,
Silk Road Cargo Business,URS,S9,,Uzbekistan,
Silk Way West Airlines,AZG,7L,SILK WEST,Azerbaijan,http://www.silkwaywest.com/
Silver Air,,,,Djibouti,
Silver Sky Airlines,,,,Argentina,
Silverbird Aviation,,,,Seychelles,
Silverstone Air Services,SLR,,SILVERSTONE,Kenya,http://www.silverstoneair.com/
Simplifly Deccan,DKN,DN,DECCAN,India,http://www.flyairdeccan.net
Singapore Airlines Cargo,SQC,SQ,SINGCARGO,Singapore,http://www.siacargo.com/
Sitra Cargo System,SCG,,SITRA,Peru,
Skies Airlines,,,,United Arab Emirates,http://www.skiesairlines.com
Sky Aero,,,,Kenya,
Sky Air World,SYW,,SKY AIR,Australia,http://www.skyairworld.com
Sky Airlines,SHY,ZY,SKY POWER,Turkey,http://www.skyairlines.net
Sky Aviation,,,,"Tanzania, United Republic Of",
Sky Aviation,SSY,,,Sierra Leone,
Sky Express,SEH,GQ,AIR CRETE,Greece,http://www.skyexpress.gr
Sky Gates Airlines,SAY,U3,SKY PATH,Russian Federation,http://www.skygates.aero/
Sky Greenland,,,,Greenland,
Sky Lease Cargo,KYE,GG,SKY CUBE,United States,http://www.skyleasecargo.com
Sky Prim Air,KPM,,SKY PRIMAIR,"Moldova, Republic Of",
Sky Service,KVR,,KAVAIR,Kazakhstan,http://www.sky-service.com.kz
Sky Wings,GSW,ND,ARROW JET,Greece,http://www.skywings.gr/
SkyBosnia,SBN,,SKYBOSNIA,Bosnia And Herzegovina,http://www.skybosnia.com/
Skybus Airlines,SKB,SX,SKYBUS,United States,http://www.skybus.com
SkyEurope Airlines,ESK,NE,RELAX,Slovakia,http://www.skyeurope.com
SkyExpress,SXR,XW,SKYSTORM,Russian Federation,http://www.skyexpress.ru
SkyGreece Airlines,SGR,GW,SKY GREECE,Greece,http://www.skygreece.com/
Skyjet Airlines,SJU,UQ,SKYJET,Uganda,
Skyjet Brasil,SKA,,,Brazil,
SkyLink Arabia (SKA),,,,United Arab Emirates,
Skymaster Air Lines,SKC,,,Brazil,
Skynet Asia Airways,SNJ,6J,NEWSKY,Japan,
Skyservice Airlines,SSV,5G,SKYTOUR,Canada,http://www.skyserviceairlines.com
SkyStar Airways,SKT,XT,SKY YOU,Thailand,http://www.skystarairways.com
Skytraders,SND,,SNOWBIRD,Australia,http://www.skytraders.com.au
Skytrans Airlines,SKP,QN,SKYTRANS,Australia,http://www.skytrans.com.au
SkyValue Airways,,,,United States,http://www.myskyvalue.com/
Skyway Airlines,SYX,AL,SKYWAY-EX,United States,
Skyways,SYA,,,Argentina,
Skyways Enterprise,FLY,F3,,Sweden,
Skywest Airlines,OZW,XR,OZWEST,Australia,http://www.skywest.com.au
Skywings International,,,,North Macedonia,
SkyWork Airlines,SRK,SX,SKYFOX,Switzerland,https://www.flyskywork.com/
Slok Air,SLB,,SLOK AIR,Nigeria,
Shorouk Air,SHK,7Q,,Egypt,
Shuttle America,TCF,S5,MERCURY,United States,http://www.shuttleamerica.com/
Siam Kampuchea Air,,,,Cambodia,
Sicotra Aviation,,,,Zaire,
Sierra National Airlines,SLA,LJ,,Sierra Leone,
SiFly,KWY,S6,,Italy,
Silk Way,AZQ,ZP,SILK LINE,Azerbaijan,http://www.silkway-airlines.com/
SilkAir,SLK,MI,SILKAIR,Singapore,http://www.silkair.com/
Silver Airways,SIL,3M,SILVER WINGS,United States,https://www.silverairways.com/
Silverback Cargo Freighters,VRB,,SILVERBACK,Rwanda,
Silverjet,FJE,Y7,ENVOY,United Kingdom,http://www.flysilverjet.com
Simmons Airlines,,,,United States,
Singapore Airlines,SIA,SQ,SINGAPORE,Singapore,http://www.singaporeair.com
Sirius-Aero,CIG,,,Russian Federation,
SJL Aeronáutica,,,,Angola,
Skippers Aviation,,HK,,Australia,https://www.skippers.com.au/
Sky Air Corporation,,,,Chad,
Sky Airline,SKU,H2,AEROSKY,Chile,https://www.skyairline.cl
Sky Angkor Airlines,SWM,ZA,SKY ANGKOR,Cambodia,
Sky Aviation,SYA,SY,,Indonesia,http://www.sky-aviation.co.id
Sky Capital Cargo,,,,Bangladesh,
Sky Express Poland,,,,Poland,
Sky Georgia,GFG,QB,NATIONAL,Georgia,
Sky King,SGB,5K,SONGBIRD,United States,http://www.flyskyking.net/
Sky Pak International Couriers,,,,Unknown,
Sky Regional Airlines,SKV,RS,MAPLE,Canada,http://www.skyregional.com/
Sky Taxi,IGA,TE,IGUANA,Poland,http://www.skytaxi.aero/
SkyBahamas Airlines,SBM,Q7,TROPICAL SKY,Bahamas,
Skybus,FLH,,MILE HIGH,United States,
Skybus Jet Cargo,,,,United States,https://www.skybusaircargo.com/
SkyEurope Airlines Hungary,HSK,5P,MATRA,Hungary,
Skyforce Aviation,,,,Australia,http://www.skyforce.com.au/
Skyjet,SKJ,,,Antigua And Barbuda,
SkyJet Airlines,MSJ,M8,MAGNUM AIR,Philippines,http://www.skyjetair.com/
Skyline NEPC,SKV,D2,,India,
Skymark Airlines,SKY,BC,SKYMARK,Japan,http://www.skymark.co.jp
Skynet Airlines,SIH,SI,,Ireland,
Skypower Express,,NB,,Nigeria,
Skyservice USA,,,,United States,
SkyTeam,,,,Germany,
Skytrail Air Safaris,,,,Kenya,
SkyUp Airlines,SQP,,SKYUP,Ukraine,https://www.skyup.aero/
Skyward Express,SEW,OW,SKYWARD EXPRESS,Kenya,http://www.skywardexpress.co.ke/
Skyway Enterprises,SKZ,KI,SKYWAY-INC,United States,
Skyways,SKX,JZ,SKY EXPRESS,Sweden,http://www.skyways.se/
SkyWest Airlines,SKW,OO,SKYWEST,United States,http://www.skywest.com
Skywings Asia Airlines,SWM,ZA,SKY ANGKOR,Cambodia,
Skywise,SWZ,S8,SKYWISE,South Africa,https://www.skywise.co.za/
Slick Airways,,,,United States,
Slok Air International,OKS,SO,SLOK GAMBIA,Gambia,http://www.slok-air.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
Slovak Airlines,SLL,6Q,,Slovakia,
Small Planet Airlines,LLC,S5,SMALL PLANET,Lithuania,http://www.smallplanet.aero/
Small Planet Airlines Germany,LLX,5P,GERMAN JET,Germany,http://www.smallplanet.aero/
Smart,SME,,SMART AVIATION,Egypt,http://www.smartaviation.com.eg
SmartLynx Airlines Cabo Verde,,,CABO CAT,Cape Verde,http://www.smart-lynx.com
SmartLynx Italia,ART,,,Italy,http://www.smart-lynx.com/
Smartwings,TVS,QS,SKYTRAVEL,Czech Republic,https://www.smartwings.com/
Smile Air,,,,Ghana,http://www.gosmileair.com/
Snowflake,SAS,SK,SCANDINAVIAN,Norway,
Sococi Airways,,,,Congo,
Sol Air,HON,4S,,Honduras,
Sol América,ESC,6S,SOLAMERICA,Venezuela,
SOL Lineas Aereas,OLS,8R,FLIGHT SOL,Argentina,http://www.sol.com.ar
Solaris Airlines,,,,Russian Federation,http://www.solarisair.com
Solenta Aviation,SET,,SOLENTA,South Africa,http://www.solenta.com
Solenta Aviation Mozambique,,,,Mozambique,
Solitaire Air,,,,Jordan,
Sólyom Hungarian Airways,HUN,,HUNGARIAN,Hungary,http://www.solyomairways.com/
Somon Air,SMR,SZ,SOMON AIR,Tajikistan,http://www.somonair.com/
Sonangol,,,,Angola,
Sonnig,ONG,,,Switzerland,
Source One Aircraft Repair,,,,United States,
South African Airways,SAA,SA,SPRINGBOK,South Africa,http://www.flysaa.com
South Airlines,OTL,YG,SOUTHLINE,Ukraine,
South Asian Airlines,BDS,,SOUTH ASIAN,Bangladesh,
South East Airlines,DAG,N2,,Russian Federation,
South Pacific Airlines,,,,Hong Kong,http://www.flysouthpacific.com/
South Winds Cargo,,,,United States,
Southeast European Airlines,GRE,6J,,Greece,
Southern Air,SOO,9S,SOUTHERN AIR,United States,http://www.southernair.com/
Southern Aircraft Services,,,,United States,
Southern Australia Airlines,,,,Australia,
Southern Winds,SWD,A4,,Argentina,
Southwest Air Lines,,,,Japan,
Space World Airline,SPF,,,Nigeria,
Spantax,BXS,BX,SPANTAX,Spain,
Spear Air,SOA,SO,SPEAR AIR,Finland,
Spirit Airlines,NKS,NK,SPIRIT WINGS,United States,https://www.spirit.com/
Sports Jet LLC,,,,United States,
Spring Airlines Japan,SJO,IJ,JEY SPRING,Japan,https://www.jp.ch.com/
SriLankan Airlines,ALK,UL,SRI LANKAN,Sri Lanka,http://www.srilankan.com/
STA Trans African Airlines,SBA,T8,STA-MALI,Mali,
STAF Airlines,STU,FS,FUEGUINO,Argentina,
Star Air,SRR,S6,WHITE STAR,Denmark,http://www.starair.dk/
Star Air,SGD,,HI STAR,India,
Star Air Cargo,BRH,,BRIGHTSTAR,South Africa,http://www.starair.co.za/
Star Airlines,SEU,SE,STARWAY,France,
Star Airways,,,,Albania,
Star East Airlines,SEK,4R,EAST RIDER,Romania,
Star Europe,SEU,SE,,France,
Slovakian Airlines,SVL,,SLOVAKIAN,Slovakia,
Small Planet Airlines Cambodia,LKH,RD,SKYPLANET,Cambodia,http://www.smallplanet.aero/
Small Planet Airlines Poland,LLP,P7,SKYPOL,Poland,http://www.smallplanet.aero/
SmartLynx,ART,6Y,SMART LYNX,Latvia,http://www.smart-lynx.com/
SmartLynx Estonia,MYX,,TALLINN CAT,Estonia,http://www.smart-lynx.com/
SmartLynx Malta,,,,Malta,
Smartwings Poland,TVP,3Z,JET TRAVEL,Poland,https://www.smartwings.com/
SN Brussels Airlines,SAB,SN,BEE-LINE,Belgium,
Sobelair,SLR,Q7,SOBELAIR,Belgium,
Soder Air,SDE,,,Finland,
Sol Airlines,,,,Dominican Republic,http://www.vuelesol.com
Sol del Paraguay,SGU,PI,SOLPARAGUAYO,Paraguay,http://www.viajaconsol.com/
Solar Cargo,OLC,,,Venezuela,
Solaseed Air,SNJ,LQ,NEWSKY,Japan,http://www.solaseedair.jp/
Solenta Aviation Côte d'Ivoire,,,,Cote d'Ivoire,http://www.solenta.com/
Solinair,SOP,,,Slovenia,
Solomon Airlines,SOL,IE,,Solomon Islands,
Somali Airlines,SOM,HH,,Somalia,
SonAir,SOR,,SONAIR,Angola,http://www.sonairsarl.com
Songbird Airways,SGB,SK,SONGBIRD,United States,http://www.songbirdairways.com/
Sosoliso,OSL,SO,SOSOLISO,Nigeria,http://www.sosolisoairline.com/
South African Airlink,LNK,4Z,LINK,South Africa,http://www.flyairlink.com
South African Express Airways,EXY,XZ,EXPRESSWAYS,South Africa,http://www.flyexpress.aero/
South Airlines,STH,,,Armenia,
South Atlantic Airways,HRC,,,Spain,
South East Europ,,,,Greece,
South Supreme Airlines,,,,South Sudan,http://www.flysouthsupreme.com/
Southeast Airlines,SNK,SL,,United States,
Southeast Pacific Airways,,,,Chile,
Southern Air Transport,SJM,SJ,,United States,
Southern Airways,SOU,SO,SOUTHERN,United States,
Southern Star Airlines,,4P,,South Sudan,http://flysouthernstar.com/
Southern World Airlines (SWA),,5L,,New Zealand,
Southwest Airlines,SWA,WN,SOUTHWEST,United States,https://www.southwest.com/
Spanair,JKK,JK,SPANAIR,Spain,http://www.spanair.com
Sparrow Aviation,,,,Sweden,https://www.sparrow.se
SpiceJet,SEJ,SG,SPICEJET,India,http://www.spicejet.com/
Spirit of America Airlines,IAS,IM,BOXHAULER,United States,
Spring Airlines,CQH,9C,AIR SPRING,China,http://www.springairlines.com/
SprintAir,SRN,,SPRINTAIR,Poland,http://www.sprintair.eu/
Sriwijaya Air,SJY,SJ,SRIWIJAYA,Indonesia,http://www.sriwijayaair.co.id/
Stabo Air,SBO,4E,,Zambia,
Standard Airways,,,,United States,
Star Air,STQ,5H,,Indonesia,
Star Air Aviation,URJ,,,Pakistan,http://www.starairaviation.net/
Star Air Tours,,,,United States,
Star Airlines (Macedonia),STM,,STARMAC,North Macedonia,http://www.staraircargo.com
Star Aviation,,,,India,http://www.flystaraviation.com
Star Equatorial Airlines,,,,Equatorial Guinea,
Star Peru,SRU,2I,STAR UP,Peru,https://www.starperu.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
Star Up,SRU,2I,STAR UP,Peru,
Starbow,IKM,S9,STARBOW,Ghana,http://www.flystarbow.com/
Starline KZ,LMZ,DZ,ALUNK,Kazakhstan,
StarXL German Airlines,GXL,,,Germany,
Stellar Airways,,,,"Congo, The Democratic Republic Of The",
Sterling Airways,SAW,NB,,Denmark,
Sterling Philippines Airways,,,,Philippines,
Stobart Air,STK,RE,STOBART,Ireland,http://www.stobartair.com/
Strat Air,,,,United States,http://www.stratair.net/
Strategic Airlines,STU,SH,LUXLINER,Luxembourg,http://www.strategicairlines.eu/
Styrian Spirit,STY,Z2,STYRIAN,Austria,
Suckling Airways,SAY,CB,SUCKLING,United Kingdom,http://www.scotairways.co.uk/
Sudamericana de Aviación,,,,Ecuador,http://www.ecufly.com/
Südflug,SFG,SZ,SUEDFLUG,Germany,
Summit Air,SMM,,SUMMIT,Canada,http://www.flysummitair.com
Sun Air,SNR,,,Sudan,
Sun Air of Scandinavia,SUS,EZ,SUNSCAN,Denmark,http://www.sunair.dk/
Sun d'Or International Airlines,ERO,2U,ECHO ROMEO,Israel,http://www.sundor.co.il
Sun Land Airlines,,,,United States,
SunAdria Airlines,TDR,C3,,Croatia,
Sunbird,,B6,,United States,
Sundair,SDR,SR,SUNDAIR,Germany,https://www.sundair.com/
Sundsvallsflyg,,,,Sweden,http://www.sundsvallsflyg.se
SunExpress Germany,SXD,XG,SUNRISE,Germany,http://www.sunexpress.com/
Sunny Airways,SUW,2S,SUNNY,Thailand,http://www.sunnyair.co.th/
Sunstate Airlines,SSQ,,SUNSTATE,Australia,https://www.qantas.com/
Sunways Sweden,SWY,,,Sweden,
Sunwing Airlines,SWG,WG,SUNWING,Canada,http://www.flysunwing.com
Supair,,,,Germany,
Superior Aviation,HKA,SO,,United States,
Survey Udara (Penas),PNS,,,Indonesia,
SW Italia,CSW,IU,SILKITALIA,Italy,http://www.switalia.eu
Swazi Express Airways,SWX,Q4,,Swaziland,
Swe Fly,,,,Sweden,
Swedeways Air Lines,SWE,HJ,,Sweden,
Swiftair,SWT,WT,SWIFT,Spain,http://www.swiftair.com/
Swiss,SWR,LX,SWISS,Switzerland,http://www.swiss.com
Swiss World Airways,SWO,SO,,Switzerland,
Swissair Express,,,,Switzerland,
Swoop,WSW,WO,SWOOP,Canada,https://www.flyswoop.com/
Syrian Arab Airlines,SYR,RB,SYRIANAIR,Syrian Arab Republic,http://www.syriaair.com/
Star1 Airlines,HCW,,,Lithuania,http://www.star1.aero
Starflyer,SFJ,7G,STARFLYER,Japan,http://www.starflyer.jp
Stars Away International,STX,,STARS AWAY,South Africa,http://www.saiflycargo.com
Stateswest Airlines,SWJ,,,United States,
Sterling Airlines,SNB,NB,STERLING,Denmark,http://www.sterling.com
Sterling European,SNB,NB,STERLING,Denmark,http://www.sterlingticket.com
Sterna Linhas Aéreas,STR,,STERNA,Brazil,http://www.sternacargo.com.br/
STP Airways,STP,8F,SAOTOME AIRWAYS,Sao Tome And Principe,http://www.stpairways.st
Strategic Airlines,STZ,,FRENCH BIRD,France,
Strategic Airlines,AGC,VC,STRATEGIC,Australia,http://www.flystrategic.com
Suasa Airlines,SSB,R9,SUASA AIR,Malaysia,http://www.suasaair.com/
Sud Airlines,SDU,,SUD LINES,France,http://www.sudairlines.fr/
Sudan Airways,SUD,SD,SUDANAIR,Sudan,http://www.sudanair.com/
Sultan Air,SUT,KJ,SULTAN,Turkey,
Summit Philippines Airways,,XT,,Philippines,
Sun Air,,BV,,South Africa,
Sun Country Airlines,SCX,SY,SUN COUNTRY,United States,http://www.suncountry.com/
Sun Jet International,SJI,,,United States,
Sun West Airlines,SNW,,,United States,
SunAir,,,,Egypt,http://www.sunair-eg.com
Suncoast Aviation,SNT,,,United States,
Sunday Airlines,,,,Kazakhstan,
SunExpress,SXS,XQ,SUNEXPRESS,Turkey,http://www.sunexpress.com/
Sunkar Air,,,,Kazakhstan,http://www.sunkarair.com/
Sunrise Airways,KSZ,S6,,Haiti,http://www.sunriseairways.net/
Sunways,SWW,IS,,Turkey,
Sunwest Aviation,CNK,,CHINOOK,Canada,http://www.sunwestaviation.ca/
Sunworld International Airlines,SWI,SM,,United States,
Suparna Airlines,YZR,Y8,YANGTZE RIVER,China,http://www.yzr.com.cn/
Surinam Airways,SLM,PY,SURINAM,Suriname,http://www.flyslm.com/
Svenska Direktflyg,HSV,HS,,Sweden,
Swazi Airways,,,,Swaziland,http://www.flyswazi.com/
Swaziland Airlink,SZL,SA,SWAZILINK,Swaziland,http://www.flyswaziland.com
Swedair,,,,Sweden,
Swedline Express,SRL,SM,,Sweden,
Swiftair Cargo,SCL,,,Canada,
